#{"t_start": 1780401903.7623403, "env_id": "None"}
r,l,t
-278.47223,23,127.21236
-267.74002,51,127.36158
-286.63605,40,128.484959
-266.41824,39,128.656148
-265.54123,15,128.706291
-260.4993,27,128.787459
-279.66858,46,128.928013
-271.0037,33,129.023973
-282.35474,40,129.146203
-256.44708,21,129.213609
-290.82974,77,129.429338
-269.53818,35,129.527683
-256.18478,17,129.577492
-268.9988,32,129.6683
-255.89061,40,129.781928
-311.3367,31,129.861516
-297.56216,46,131.087999
-265.04565,38,131.232562
-270.9079,35,131.369184
-276.893,36,131.487495
-269.2588,27,131.578862
-275.86902,85,131.838929
-289.1517,23,131.916311
-257.5544,19,131.969507
-282.30045,16,132.026137
-330.59747,48,132.165757
-271.25818,42,132.30864
-271.13867,29,132.403506
-259.84125,47,132.555804
-261.4558,16,132.610286
-253.92322,20,132.677526
-277.27316,32,133.737744
-282.35303,15,133.796662
-273.1609,32,133.915807
-257.82773,27,133.9971
-202.97614,32,134.094492
-270.08536,29,134.185035
-112.785545,49,134.332383
-268.82028,41,134.462237
-111.86653,45,134.619
-287.4503,43,134.761542
-266.4247,37,134.868764
-264.2416,24,134.94703
-312.52542,43,135.08211
-298.49158,33,135.17397
-265.25742,35,135.276329
-104.3525,30,136.378702
-282.29514,37,136.537038
-276.7752,33,136.648795
-288.2028,44,136.774682
-282.88864,22,136.844556
-274.09787,46,136.973195
-274.13928,41,137.104111
-276.30975,28,137.188466
-292.41275,37,137.314576
-274.22516,26,137.408788
-283.5494,23,137.478013
-256.16147,16,137.527685
-262.85068,25,137.609681
-280.78363,41,137.748473
-314.18066,44,137.890095
-156.82466,54,139.13314
-269.0597,54,139.334344
-72.45904,56,139.506491
-264.39587,20,139.567093
-115.455536,47,139.724151
-256.73282,11,139.757342
-283.1349,22,139.83966
-202.85896,63,140.047946
-267.91006,57,140.223041
-271.90866,41,140.347248
-271.74518,44,140.493621
-158.84709,30,140.581491
-266.34262,15,140.636376
-280.5655,50,141.778403
-268.46463,34,141.898706
-276.8307,55,142.077435
-268.78436,22,142.167598
-266.72064,14,142.214978
-296.8671,23,142.294074
-278.94855,37,142.415349
-281.8353,32,142.529352
-281.3658,43,142.672199
-298.28345,63,142.85073
-308.12408,26,142.923553
-268.09784,32,143.015058
-290.10287,57,143.177347
-273.26218,27,143.265299
-270.30582,25,143.340363
-308.03586,23,144.413461
-150.53172,30,144.511167
-267.88568,21,144.581131
-262.71057,29,144.681359
-328.6114,32,144.78689
-280.10767,28,144.869851
-62.380875,20,144.930563
-268.3006,26,145.010752
-281.8389,82,145.25026
-279.80856,41,145.389872
-275.23172,18,145.456558
-293.89804,46,145.61718
-263.63556,32,145.729182
-274.69543,56,145.946731
-267.15457,28,146.054091
-260.96167,38,147.115574
-284.33463,42,147.286449
-284.20947,28,147.390504
-279.0217,32,147.49379
-285.78146,54,147.669298
-287.60257,21,147.748286
-53.206226,27,147.834354
-324.23288,42,147.979929
-318.46683,20,148.046722
-262.86636,30,148.13928
-281.181,49,148.283005
-259.41388,41,148.401974
-168.4981,38,148.515862
-264.40543,35,148.6248
-160.26811,63,149.76605
-267.6666,19,149.825061
-272.00745,89,150.079488
-272.64346,43,150.199896
-294.7825,83,150.437697
-284.71506,52,150.583055
-279.3141,60,150.768683
-307.64447,31,150.880541
-49.172165,23,150.951377
-282.4566,49,151.143044
-259.83615,28,152.204376
-270.8372,46,152.365489
-269.62,38,152.486769
-289.06696,22,152.560571
-221.98311,39,152.694298
-294.1312,71,152.933696
-276.70175,42,153.085263
-275.35873,51,153.244157
-204.13847,28,153.330914
-210.93208,51,153.49096
-255.81306,13,153.533366
-101.96921,34,153.639993
-219.35782,58,153.823157
-288.4998,33,154.871238
-104.02194,44,155.035001
-283.58768,51,155.203666
-271.72763,68,155.407679
-262.12524,42,155.530894
-261.67123,37,155.660082
-110.123764,29,155.750714
-159.15472,49,155.885667
-266.2336,42,156.005831
-262.44366,51,156.157154
-265.66946,58,156.366218
-294.79636,50,157.557147
-332.22485,64,157.780776
-271.83087,66,157.972917
-270.15048,59,158.149125
-273.72446,55,158.318447
-47.830578,36,158.433758
-299.56125,38,158.567928
-261.30307,53,158.736954
-288.5197,25,158.833219
-338.27533,23,158.917912
-261.2162,30,159.012356
-275.7243,49,160.079372
-254.04657,26,160.172636
-289.9132,43,160.328453
-206.03592,41,160.462223
-280.50198,58,160.669092
-256.11295,9,160.71895
-281.46356,46,160.850863
-158.51462,53,161.008767
-270.74506,37,161.117881
-272.56693,43,161.23911
-287.8919,71,161.507927
-272.36765,44,161.656911
-274.948,53,162.819771
-269.69382,37,162.93093
-274.47403,45,163.058296
-161.09702,70,163.254837
-272.96228,49,163.391676
-156.54085,44,163.523064
-273.13922,30,163.621528
-156.72647,16,163.683733
-255.68143,59,163.873373
-284.9889,43,164.018965
-274.62048,48,164.171359
-273.8779,48,165.238506
-268.7272,21,165.311468
-163.70528,31,165.417061
-232.37082,88,165.68378
-284.80725,57,165.862688
-272.22635,46,166.012822
-336.12158,41,166.158986
-303.82565,48,166.333085
-271.9977,43,166.498258
-291.64594,57,166.694782
-276.8267,49,166.847045
-259.59656,28,167.874307
-271.21716,52,168.07513
-265.1951,78,168.320078
-270.40488,68,168.522078
-52.501385,41,168.667058
-282.13123,93,168.945409
-153.93555,30,169.031856
-257.40573,20,169.089664
-256.94495,17,169.140712
-275.2014,21,169.212811
-208.78293,50,169.355658
-271.64563,59,170.482865
-259.5643,47,170.637283
-69.20382,32,170.731894
-55.74198,30,170.8222
-254.56953,51,170.990824
-114.678955,33,171.099509
-308.82913,37,171.216511
-274.12155,61,171.404479
-275.53128,67,171.659606
-107.54204,36,171.783315
-156.88805,56,171.971254
-267.6137,27,172.059513
-292.55032,24,173.062124
-271.7254,24,173.14846
-268.81107,37,173.276639
-292.79898,134,173.768619
-255.61661,16,173.819975
-283.2995,54,173.998151
-268.08453,36,174.102441
-275.5221,67,174.295027
-269.77026,35,174.405305
-260.19766,54,174.578615
-263.84433,42,174.704512
-281.5484,51,175.789608
-282.09497,23,175.86747
-272.74512,67,176.054964
-283.71017,35,176.152856
-290.01358,70,176.371073
-108.15325,81,176.647723
-258.3124,32,176.771099
-276.4312,28,176.871348
-128.21346,70,177.098561
-298.6805,36,177.227049
-263.63162,44,178.283784
-275.4737,71,178.52859
-258.94122,32,178.651103
-268.51672,31,178.76615
-327.6235,99,179.0917
-261.9418,54,179.265684
-285.48526,65,179.471592
-276.1118,60,179.65376
-291.5592,93,180.875506
-270.8518,69,181.117204
-108.945786,54,181.278073
-281.95667,38,181.386878
-287.95578,21,181.455813
-63.22614,73,181.67948
-265.0309,33,181.795134
-290.82202,35,181.933783
-208.38301,61,182.118203
-294.64285,59,182.333316
-279.53067,62,183.476791
-269.77637,48,183.625055
-321.76685,52,183.785757
-272.46536,50,183.942304
-268.0932,41,184.074955
-293.38153,28,184.173799
-261.80222,58,184.352847
-257.7788,74,184.591165
-340.4294,109,184.937284
-282.79843,54,185.981506
-275.2539,32,186.090884
-192.00873,36,186.21951
-288.77704,50,186.397259
-284.35568,36,186.524046
-57.25532,53,186.684529
-57.208466,23,186.750252
-263.8265,32,186.870098
-281.34866,54,187.062874
-296.62015,44,187.210628
-257.1902,57,187.388653
-62.731606,59,187.57893
-284.51392,66,188.736223
-259.55807,26,188.820771
-260.8047,54,188.986564
-279.88678,48,189.126346
-290.65784,37,189.239271
-273.1453,54,189.399812
-275.67114,28,189.501057
-262.96796,21,189.573989
-122.24234,46,189.741807
-281.2323,42,189.882921
-217.47495,42,190.030378
-271.7371,43,190.202255
-263.22855,51,191.253081
-296.7349,72,191.506938
-279.34482,28,191.603377
-272.07248,46,191.749158
-277.89075,85,192.014164
-277.5938,51,192.280293
-293.89078,51,192.461911
-105.92226,51,192.625814
-156.48077,23,192.694259
-346.20648,82,192.947191
-106.67861,27,194.009445
-271.85272,39,194.137952
-267.6864,19,194.210178
-264.28708,48,194.378266
-264.98325,29,194.469347
-165.2118,39,194.584516
-282.31805,50,194.735676
-56.661304,43,194.868386
-279.27594,41,194.992508
-107.12932,34,195.091327
-278.22357,47,195.241537
-278.929,107,196.466831
-272.70135,59,196.662314
-267.04373,46,196.816914
-273.959,58,196.981885
-262.21368,52,197.131683
-269.32785,24,197.219419
-157.24864,46,197.394754
-256.97775,27,197.488834
-161.07365,46,197.68104
-257.59796,29,197.793641
-280.475,33,197.924235
-334.81757,60,198.151818
-265.75717,46,199.198452
-287.804,59,199.401645
-273.41614,70,199.652759
-261.20398,8,199.67824
-268.78784,39,199.802332
-269.26187,38,199.916595
-312.57294,76,200.161758
-274.2693,36,200.271877
-152.83441,34,200.371066
-101.78045,32,200.465565
-289.8195,76,200.689731
-105.57638,38,201.700346
-51.21698,18,201.763284
-265.15308,35,201.90321
-114.70793,53,202.083475
-265.00983,45,202.221826
-274.70908,114,202.609683
-277.6628,93,202.940213
-156.52501,61,203.13529
-204.92903,35,203.242414
-323.03418,42,203.374088
-278.75168,31,204.381791
-281.7262,34,204.51213
-75.306114,103,204.858042
-256.34366,25,204.931154
-261.07745,10,204.962792
-69.47628,33,205.061971
-64.22557,33,205.160636
-273.13416,65,205.353368
-272.4433,43,205.497576
-287.82202,66,205.701242
-68.88568,52,205.857602
-262.38873,52,206.923955
-284.02817,55,207.109646
-274.4527,63,207.295686
-99.79146,38,207.408951
-161.56656,50,207.60138
-263.22095,55,207.769935
-69.5865,29,207.865075
-262.90073,62,208.058618
-273.01508,53,208.21532
-270.60016,37,208.343283
-206.11653,40,209.373632
-296.34833,159,209.885711
-164.91595,43,210.001805
-293.33087,57,210.170898
-49.47858,41,210.29721
-260.5729,52,210.468147
-104.5601,58,210.647382
-129.1824,86,210.931571
-257.25455,18,211.839228
-311.99792,49,212.007223
-263.19827,58,212.192234
-268.74533,81,212.454264
-273.53195,50,212.650582
-265.52448,53,212.856689
-288.6019,80,213.096352
-279.11932,41,213.218536
-268.2712,51,213.367259
-281.68207,134,214.799853
-60.863037,57,214.975076
-263.4552,40,215.092723
-66.14972,75,215.328774
-155.32462,38,215.443779
-68.505775,93,215.74021
-295.06543,52,215.92288
-292.7674,64,216.1697
-107.60583,37,217.18032
-278.5917,69,217.393197
-272.07706,91,217.685262
-108.44299,30,217.805029
-268.77786,38,217.949401
-284.56705,74,218.206771
-108.70472,27,218.29391
-270.31265,80,218.528304
-284.16925,84,219.720503
-256.44724,39,219.875964
-58.208836,41,220.0112
-154.26328,36,220.12635
-257.07053,26,220.204422
-168.74858,45,220.33391
-276.29257,69,220.555009
-279.46478,34,220.651504
-266.7353,39,220.763605
-162.14555,86,221.011669
-270.2352,29,221.096752
-160.12878,47,221.230407
-212.55106,45,222.266824
-268.44992,23,222.342471
-276.879,46,222.488896
-265.57315,51,222.634334
-67.434814,60,222.811558
-268.5797,26,222.903565
-280.97833,61,223.103307
-292.31854,93,223.41461
-54.133835,21,223.487218
-278.18683,63,223.686562
-283.9381,62,224.800914
-285.12137,51,224.961658
-271.90402,12,224.999907
-279.79733,76,225.233316
-158.23161,48,225.37738
-273.2045,62,225.579184
-263.16187,31,225.692658
-278.83463,51,225.855532
-272.17526,47,226.020599
-274.68784,122,227.293695
-163.08745,38,227.427232
-255.87222,16,227.478225
-166.87274,83,227.742871
-276.50064,64,227.925653
-275.5815,94,228.277784
-281.69922,88,228.550017
-270.46198,42,228.687686
-268.9636,45,228.835415
-266.45163,27,229.863951
-265.69382,26,229.961778
-269.35513,35,230.075953
-109.153725,75,230.303037
-259.6286,52,230.460397
-263.24948,34,230.573478
-112.264465,35,230.693814
-273.107,46,230.854118
-275.91315,94,231.165968
-302.48486,99,231.475742
-278.46957,64,232.596421
-275.64752,97,232.941009
-301.07855,50,233.118962
-271.41873,42,233.296165
-269.06015,35,233.421458
-275.41855,39,233.56867
-285.77808,82,233.848183
-283.95844,83,234.138995
-287.7336,112,235.451095
-267.08453,14,235.49229
-275.63818,75,235.707495
-268.38297,92,235.98389
-279.7636,36,236.10551
-280.15182,90,236.392922
-275.2332,37,236.517926
-273.6379,80,236.775817
-266.52866,65,237.879324
-276.36258,91,238.1626
-283.359,71,238.428046
-275.23532,107,238.827586
-268.0121,25,238.90485
-341.59103,79,239.161344
-274.1996,64,239.341651
-299.4897,120,240.62246
-271.71506,108,240.950412
-272.46237,70,241.164258
-162.44963,49,241.321245
-261.6169,39,241.437944
-275.29208,68,241.638657
-287.51,77,242.802178
-59.085865,61,243.007298
-156.2869,55,243.174284
-287.27615,75,243.433792
-279.74808,75,243.742604
-156.39392,81,244.033769
-291.80157,151,244.517016
-286.2909,41,245.575783
-127.04985,85,245.866739
-271.38962,54,246.035411
-279.9302,109,246.388025
-278.72467,64,246.588309
-335.95837,115,246.932214
-64.85888,93,248.137417
-76.11585,95,248.43138
-279.90155,56,248.630139
-268.39423,27,248.72134
-258.76495,28,248.804907
-276.85095,68,249.022446
-269.13382,53,249.192026
-283.66956,52,249.369673
-273.73917,48,249.527349
-270.17902,98,250.770473
-72.238075,90,251.045394
-310.5077,189,251.697016
-325.802,53,251.883507
-264.67142,76,252.147289
-112.86909,55,253.189187
-282.9897,67,253.455433
-218.74512,120,253.89769
-278.44778,69,254.13664
-282.23608,117,254.514876
-274.77194,97,254.793818
-307.7651,80,256.026285
-276.91336,74,256.253921
-263.73386,61,256.439707
-286.54382,110,256.789092
-273.3718,67,257.003709
-273.10504,92,257.304019
-261.78253,47,257.45474
-271.757,45,258.504628
-271.3156,93,258.853415
-276.2873,96,259.199147
-252.60938,23,259.293687
-296.36984,90,259.621422
-267.60507,105,259.913361
-279.0232,107,261.156383
-291.6321,82,261.430805
-62.874565,84,261.690893
-109.69595,60,261.889893
-172.01988,61,262.093501
-313.35986,72,262.307773
-269.78217,76,262.538959
-119.0944,151,263.90007
-278.90067,74,264.189356
-322.81915,116,264.581562
-275.99857,84,264.847023
-271.9701,66,265.059436
-260.83572,27,265.158378
-323.19516,66,266.250463
-272.1828,136,266.717185
-122.929375,89,266.979416
-344.83356,75,267.204458
-116.23385,104,267.520056
-308.06964,203,269.10247
-257.5263,30,269.213579
-206.4947,76,269.460032
-278.44043,107,269.867136
-286.87634,119,270.302048
-280.1932,61,270.487345
-290.29916,124,271.818307
-265.5581,73,272.062564
-58.852062,121,272.428462
-287.08514,76,272.646778
-271.70905,53,272.811727
-62.596756,42,272.941904
-338.36804,165,274.437612
-260.72998,41,274.570491
-278.6197,104,274.91034
-288.76868,200,275.542892
-272.53546,51,276.664682
-281.875,66,276.867915
-166.2129,91,277.129861
-279.4425,94,277.423733
-315.48413,65,277.635825
-270.01135,33,277.7372
-287.9859,57,277.919286
-330.1302,85,279.023155
-70.36273,102,279.469095
-291.65424,52,279.652723
-158.96416,69,279.91037
-291.03763,86,280.196312
-118.484406,114,280.530703
-314.21072,78,280.770451
-162.55763,60,281.934285
-289.45682,100,282.278019
-278.8428,70,282.487112
-112.47927,60,282.670293
-301.05798,108,283.019565
-286.38092,165,284.446735
-286.074,70,284.717892
-156.7223,67,284.952945
-273.91656,117,285.332124
-65.83018,78,285.626322
-266.40677,51,285.783545
-278.42722,157,287.223656
-267.52145,39,287.354721
-272.51477,72,287.578005
-218.66699,128,288.013462
-181.15572,143,288.493989
-287.25192,95,289.763503
-286.0969,186,290.407144
-283.29822,83,290.693735
-277.07666,27,290.787242
-268.6612,119,291.169547
-319.76935,46,291.324855
-270.88916,76,292.464703
-289.00687,71,292.69504
-284.27786,163,293.278595
-281.02722,121,293.66448
-120.471825,126,295.055135
-164.19083,102,295.398079
-263.48126,72,295.622443
-265.67874,96,295.920204
-321.54434,52,296.08519
-310.49542,241,297.849837
-59.79414,105,298.238031
-169.77486,124,298.612766
-271.46353,60,298.796037
-263.51767,59,298.962959
-261.13025,47,299.108039
-278.18076,69,300.236829
-69.98587,125,300.684559
-56.877514,66,300.882862
-56.2645,17,300.929846
-259.65494,48,301.071948
-261.3454,49,301.205651
-300.9958,192,302.773542
-295.88913,124,303.211258
-274.0058,69,303.436751
-161.44118,85,303.726358
-268.97903,18,303.783845
-281.7263,103,304.116971
-268.99146,26,304.194117
-206.39896,78,305.320008
-268.59482,59,305.557883
-288.22522,100,305.925744
-270.5116,71,306.204287
-263.43756,34,306.330326
-275.55887,47,306.475391
-277.78696,93,306.738448
-278.36438,104,307.919792
-97.976524,188,308.57027
-270.15384,130,308.9487
-283.2874,67,309.138097
-279.31726,69,309.379307
-273.91925,83,310.730601
-278.9934,47,310.924881
-63.245144,59,311.111619
-159.38768,60,311.317776
-164.52524,61,311.531514
-275.2773,82,311.802601
-108.11868,62,312.004754
-303.01364,110,312.387153
-134.0183,185,313.992766
-266.91803,83,314.331894
-286.72653,17,314.419253
-115.355415,112,314.7696
-283.82196,83,315.011937
-56.092384,77,316.217972
-53.34414,55,316.381798
-283.39758,143,316.824033
-108.70748,118,317.180447
-121.229965,180,318.583983
-271.17212,132,319.024238
-266.60312,98,319.327397
-309.19547,82,319.592796
-291.26962,122,319.942844
-285.43198,87,321.176178
-269.78207,66,321.406847
-59.132946,67,321.609079
-159.8148,99,321.903875
-269.8486,32,322.008065
-260.6564,64,322.205319
-178.47958,154,323.6547
-60.167416,40,323.835654
-132.63715,143,324.338521
-162.8862,62,324.537987
-66.61636,70,324.779845
-266.2715,52,324.958539
-267.606,80,325.202647
-276.4954,71,326.351436
-223.36945,154,326.915544
-101.20545,20,326.973213
-298.97263,155,327.394342
-106.355965,88,327.631884
-71.354515,120,328.886749
-109.78173,78,329.11569
-60.099743,59,329.285263
-78.18078,162,329.749546
-62.16355,115,330.087252
-49.574226,31,330.178973
-125.852844,59,331.299397
-256.49487,21,331.383022
-267.0348,98,331.736341
-164.662,128,332.146386
-167.72871,105,332.49347
-147.87286,278,334.429543
-120.12537,98,334.707666
-54.69594,44,334.83473
-261.9578,40,334.952814
-42.463737,300,336.876674
-119.767914,87,337.125525
-323.83685,155,337.564025
-117.89353,169,338.903246
-87.72931,181,339.501651
-290.8012,72,339.716662
-288.6358,80,339.964417
-103.077965,61,340.152481
-328.6511,115,341.510172
-120.6836,78,341.911781
-270.1306,83,342.211794
-273.41708,76,342.467249
-255.77406,18,342.528762
-284.13126,120,342.934807
-291.779,90,343.292506
-114.41846,83,344.469901
-55.137917,78,344.785259
-107.41558,35,344.950203
-274.653,155,345.483167
-317.06717,67,345.680243
-118.81477,80,345.920987
-266.33344,57,347.030294
-110.28989,65,347.257767
-60.3395,69,347.467699
-68.839905,41,347.5859
-53.457947,23,347.65486
-264.65973,133,348.045894
-298.64575,76,348.271816
-262.6958,70,348.486608
-99.142494,29,349.468161
-276.98364,86,349.760107
-308.47614,96,350.030221
-272.74728,88,350.282808
-110.95595,91,350.556222
-283.353,78,350.790753
-292.0662,141,352.150709
-62.938553,73,352.388024
-100.45113,20,352.450286
-166.2962,42,352.585363
-111.83779,29,352.68095
-57.05578,97,352.988625
-261.528,101,353.29778
-326.53577,65,353.494963
-173.59662,149,354.862057
-271.4285,42,354.979354
-292.88065,51,355.146325
-106.188644,100,355.435177
-120.16114,80,355.662968
-321.1409,163,357.110198
-290.3548,98,357.43681
-59.819138,27,357.528129
-262.09796,103,357.851533
-263.346,34,357.970767
-276.61356,103,358.297648
-290.36078,50,358.454751
-214.61024,27,358.536537
-296.91452,128,359.935984
-269.97836,63,360.155661
-54.23295,53,360.327535
-103.20345,52,360.488246
-111.00607,57,360.652872
-55.849224,81,360.881783
-116.62599,50,361.017959
-283.01062,68,362.172655
-115.47423,53,362.349845
-275.82953,65,362.550055
-302.37744,89,362.827619
-287.0574,167,363.357648
-310.40945,74,363.582119
-171.23058,40,364.640501
-58.872066,51,364.806087
-278.0562,125,365.186335
-124.31736,90,365.474902
-256.83832,19,365.533501
-275.12222,69,365.742765
-287.0904,95,366.029546
-75.62883,101,367.263833
-65.480576,138,367.752611
-294.67966,101,368.056891
-303.70386,110,368.385081
-59.649742,63,368.566569
-267.15173,63,369.650585
-277.9717,89,369.97593
-269.8065,33,370.080405
-269.45825,36,370.197477
-269.11893,53,370.350829
-320.23877,253,371.150175
-273.34906,74,372.42193
-164.68452,53,372.700927
-296.8588,69,372.9345
-159.25613,64,373.161749
-267.0582,77,373.439237
-275.60638,18,373.492534
-269.162,84,373.746576
-279.74548,46,373.884946
-282.23575,122,375.218386
-294.8391,71,375.434781
-109.56397,22,375.500048
-160.72119,44,375.631159
-257.7603,60,375.798052
-262.69073,48,375.935035
-107.3429,31,376.024996
-324.32672,130,376.399966
-281.61752,119,377.754003
-265.08765,71,378.034966
-272.39703,94,378.34682
-209.40227,69,378.561134
-285.27322,74,378.79857
-293.26447,120,379.15936
-110.33321,68,380.261533
-279.96088,66,380.483624
-172.27661,65,380.68024
-274.0349,37,380.803612
-114.25176,69,381.005465
-279.6877,64,381.210691
-294.80344,91,381.479305
-272.7802,120,382.861208
-284.30536,121,383.268312
-284.12036,93,383.5701
-107.61343,76,383.808808
-262.65594,115,384.179116
-268.01965,46,384.33493
-61.0645,50,385.368188
-54.49414,19,385.428334
-281.48523,31,385.525875
-272.42142,84,385.831247
-313.51254,74,386.056841
-224.83191,155,386.518686
-327.0246,54,386.667222
-104.25661,63,387.77027
-271.06778,133,388.46236
-141.39548,54,388.685908
-269.398,37,388.815583
-282.69894,110,389.154868
-69.9899,131,389.563469
-116.08671,113,390.884796
-267.54614,29,390.967092
-292.2558,55,391.120995
-278.8065,70,391.328831
-273.77097,66,391.546412
-265.99857,105,391.896164
-230.79816,59,392.088187
-259.4337,42,392.21494
-271.4174,53,393.355538
-271.84393,64,393.582902
-68.13235,43,393.727231
-267.46503,67,393.951635
-271.08447,28,394.044554
-339.98523,136,394.465489
-266.1619,59,394.656056
-296.12592,87,395.831951
-258.52097,32,395.955809
-59.54923,69,396.168434
-269.1466,53,396.317791
-65.6688,75,396.555438
-289.5024,51,396.706677
-283.26352,51,396.856104
-298.95242,84,397.108416
-162.05286,47,397.257755
-270.51462,26,397.336464
-135.48772,74,398.568885
-297.15353,148,399.065465
-116.66292,63,399.276143
-276.34277,70,399.495062
-275.58472,34,399.592511
-291.6665,51,399.754657
-321.17957,47,399.887738
-325.59995,109,401.110142
-269.83453,24,401.185153
-153.70567,44,401.325257
-266.39694,21,401.388953
-278.10382,49,401.542177
-270.6548,48,401.689695
-267.21213,67,401.881583
-201.37198,35,401.980707
-285.29932,140,402.38516
-283.49344,75,403.573456
-161.69893,138,404.010233
-273.5194,65,404.200704
-268.1327,47,404.35096
-293.8297,74,404.595227
-208.4048,64,404.799074
-69.86958,83,405.916782
-293.8956,120,406.30338
-56.239502,31,406.401352
-292.3547,109,406.738225
-270.1665,93,407.015715
-282.5261,71,407.23778
-120.67873,115,408.475737
-260.88806,97,408.837451
-163.08888,86,409.103767
-109.67587,66,409.312033
-124.13395,80,409.591878
-117.111885,112,409.961676
-289.4371,90,411.153013
-124.45215,75,411.369903
-336.8928,65,411.571521
-62.157944,111,411.928075
-264.2183,143,412.395268
-280.62274,59,413.445115
-190.29488,109,413.918051
-55.01959,47,414.108856
-123.16116,96,414.415525
-283.31128,42,414.554263
-259.3283,79,414.806935
-283.56937,78,415.024274
-272.7175,178,416.484854
-289.95355,143,416.893004
-273.3394,85,417.139213
-171.47726,80,417.362332
-285.42172,87,418.569762
-110.3956,105,418.955263
-287.10492,119,419.405052
-275.47305,79,419.667103
-102.64975,55,419.843091
-298.0908,108,420.184772
-286.89688,115,421.419538
-114.65473,145,421.892168
-290.65417,65,422.101142
-276.25443,212,422.738798
-72.10634,109,424.024894
-56.694588,71,424.259468
-107.52667,44,424.399218
-258.96,36,424.519681
-151.95427,39,424.640491
-54.74469,50,424.801502
-274.8261,99,425.112958
-276.46994,38,425.228615
-288.94785,98,426.421617
-267.0255,234,427.168567
-123.92719,228,428.75382
-327.14932,196,429.432636
-263.85168,78,429.666482
-279.69107,268,431.421341
-285.6759,190,432.054688
-274.37155,144,432.497757
-165.31593,126,432.889622
-49.994137,27,433.846941
-296.19672,287,434.817424
-124.49459,244,436.466419
-123.108986,217,437.133905
-256.01306,19,437.18838
-58.24922,127,437.585554
-307.99637,195,439.097641
-266.9035,125,439.503096
-72.8145,156,440.026525
-260.8509,106,440.359101
-96.14392,300,442.200718
-83.74041,158,442.647603
-77.98608,121,443.908207
-118.1813,217,444.617516
-269.26196,45,444.772526
-130.95285,231,446.370253
-167.85045,120,446.731153
-50.513035,47,446.871106
-276.19824,234,447.615427
-276.82388,137,448.898314
-305.7748,225,449.627986
-245.95847,300,451.543397
-271.41037,223,452.213867
-168.95665,122,452.574819
-89.09183,112,452.942407
-104.13689,148,454.433307
-210.6427,102,454.787683
-78.113655,169,455.442165
-125.48483,201,457.118855
-219.60634,178,457.622799
-54.00578,91,457.885522
-264.2191,62,458.063627
-258.64474,73,458.28223
-291.9967,133,459.559409
-50.63104,300,460.544271
-256.82382,42,460.69164
-67.78295,71,461.781004
-259.44907,66,461.990285
-63.394596,185,462.572176
-161.94382,189,463.124168
-284.10352,97,464.303263
-24.138618,300,465.269189
-295.18832,99,465.565423
-272.78204,55,465.735047
-95.5488,300,467.653378
-124.40436,72,467.911007
-292.44174,240,469.567837
-112.56232,79,469.841442
-280.59427,275,470.730777
-61.660866,95,471.944959
-276.00104,144,472.403095
-298.8849,91,472.667296
-174.93764,146,473.07854
-273.62836,55,473.253331
-110.087685,135,474.553782
-79.48295,285,475.474176
-284.67923,113,475.829493
-179.75377,271,477.638925
-264.86252,102,477.933433
-291.0265,184,479.395874
-207.65598,144,479.873245
-293.20218,251,480.693911
-106.09164,66,480.907094
-255.79475,55,481.974618
-274.00662,206,482.666802
-292.7129,278,483.518343
-279.00525,177,485.000144
-166.05988,147,485.473354
-321.951,67,485.716452
-52.60795,43,485.857411
-294.98245,229,487.517444
-269.20267,131,487.929666
-104.56189,104,488.253903
-73.88053,271,490.02435
-322.43546,99,490.366083
-217.95613,71,490.580032
-276.52103,136,491.011625
-227.09085,180,492.508652
-106.175354,180,493.06388
-54.41698,54,493.224243
-117.69792,81,493.460775
-283.13953,239,495.107
-269.18973,256,496.036169
-212.4698,88,496.313721
-277.381,136,497.675617
-65.71959,169,498.189753
-272.69376,222,498.845651
-262.43304,89,500.037831
-281.7268,82,500.271189
-126.51667,266,501.107413
-293.4872,205,502.714095
-112.36779,93,503.001851
-66.549225,187,503.608017
-60.22808,108,504.85476
-269.66147,66,505.074848
-283.75208,55,505.238385
-174.0814,226,505.92091
-21.077097,300,507.824343
-83.96775,300,508.759686
-51.520107,57,508.945767
-265.9023,245,510.612587
-222.51225,257,511.427876
